uid,qid,wid,hesitate,understand,dd_count,dd_time_sum,dd_time_max,dd_time_min,dd_time_avg,dd_time_ratio_sum,dd_time_ratio_max,dd_time_ratio_min,dd_time_ratio_avg,dd_dist_sum,dd_dist_max,dd_dist_min,dd_dist_avg,dd_dist_ratio_sum,dd_dist_ratio_max,dd_dist_ratio_min,dd_dist_ratio_avg,dd_speed_sum,dd_speed_max,dd_speed_min,dd_speed_avg,dd_speed_ratio_sum,dd_speed_ratio_max,dd_speed_ratio_min,dd_speed_ratio_avg,dd_stop_sum,dd_stop_max,dd_stop_min,dd_stop_avg,dd_stop_ratio_sum,dd_stop_ratio_max,dd_stop_ratio_min,dd_stop_ratio_avg,dd_uturnx_sum,dd_uturnx_max,dd_uturnx_min,dd_uturnx_avg,dd_uturnx_ratio_sum,dd_uturnx_ratio_max,dd_uturnx_ratio_min,dd_uturnx_ratio_avg,dd_uturny_sum,dd_uturny_max,dd_uturny_min,dd_uturny_avg,dd_uturny_ratio_sum,dd_uturny_ratio_max,dd_uturny_ratio_min,dd_uturny_ratio_avg,dd_q_count1,dd_q_count2,int_count,int_time_sum,int_time_max,int_time_min,int_time_avg,int_time_ratio_sum,int_time_ratio_max,int_time_ratio_min,int_time_ratio_avg,int_dist_sum,int_dist_max,int_dist_min,int_dist_avg,int_dist_ratio_sum,int_dist_ratio_max,int_dist_ratio_min,int_dist_ratio_avg,int_speed_sum,int_speed_max,int_speed_min,int_speed_avg,int_speed_ratio_sum,int_speed_ratio_max,int_speed_ratio_min,int_speed_ratio_avg,int_stop_sum,int_stop_max,int_stop_min,int_stop_avg,int_stop_ratio_sum,int_stop_ratio_max,int_stop_ratio_min,int_stop_ratio_avg,int_uturnx_sum,int_uturnx_max,int_uturnx_min,int_uturnx_avg,int_uturnx_ratio_sum,int_uturnx_ratio_max,int_uturnx_ratio_min,int_uturnx_ratio_avg,int_uturny_sum,int_uturny_max,int_uturny_min,int_uturny_avg,int_uturny_ratio_sum,int_uturny_ratio_max,int_uturny_ratio_min,int_uturny_ratio_avg,int_q_count1,int_q_count2
25110001,13,"1,",FALSE,3,1,597,597,597,597,0.011402269,0.011402269,0.011402269,0.011402269,132.4338935,132.4338935,132.4338935,132.4338935,0.016676301,0.016676301,0.016676301,0.016676301,0.221832317,0.221832317,0.221832317,0.221832317,0.033700313,0.033700313,0.033700313,0.033700313,92,92,92,92,0.131428571,0.131428571,0.131428571,0.131428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1508,1508,1508,1508,0.028801711,0.028801711,0.028801711,0.028801711,259.5931366,259.5931366,259.5931366,259.5931366,0.032688408,0.032688408,0.032688408,0.032688408,0.17214399,0.17214399,0.17214399,0.17214399,0.026151764,0.026151764,0.026151764,0.026151764,0,0,0,0,0,0,0,0,3,3,3,3,0.130434783,0.130434783,0.130434783,0.130434783,3,3,3,3,0.085714286,0.085714286,0.085714286,0.085714286,3,3
25110001,13,"4,",FALSE,3,3,1329,589,342,443,0.025382941,0.011249475,0.006531953,0.00846098,613.3733453,450.2175095,72.11737622,204.4577818,0.077237013,0.056692153,0.009081142,0.025745671,1.211769841,0.764376077,0.181199438,0.40392328,0.184089601,0.116122453,0.027527449,0.0613632,251,151,30,83.66666667,0.358571429,0.215714286,0.042857143,0.11952381,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0.028571429,0.028571429,0,0.00952381,5,10,3,4909,2385,753,1636.333333,0.093758356,0.045551778,0.014381756,0.031252785,812.6941689,439.4863,122.9007499,270.8980563,0.102335829,0.055340861,0.015475871,0.034111943,0.516322524,0.248157143,0.104950574,0.172107508,0.078438664,0.037699527,0.015943877,0.026146221,0,0,0,0,0,0,0,0,3,1,1,1,0.130434783,0.043478261,0.043478261,0.043478261,7,3,1,2.333333333,0.2,0.085714286,0.028571429,0.066666667,4,9
25110001,13,"6,",FALSE,3,1,344,344,344,344,0.006570152,0.006570152,0.006570152,0.006570152,86.94246389,86.94246389,86.94246389,86.94246389,0.010947943,0.010947943,0.010947943,0.010947943,0.252739721,0.252739721,0.252739721,0.252739721,0.038395702,0.038395702,0.038395702,0.038395702,64,64,64,64,0.091428571,0.091428571,0.091428571,0.091428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,586,586,586,586,0.011192177,0.011192177,0.011192177,0.011192177,133.4225353,133.4225353,133.4225353,133.4225353,0.016800792,0.016800792,0.016800792,0.016800792,0.227683507,0.227683507,0.227683507,0.227683507,0.034589214,0.034589214,0.034589214,0.034589214,0,0,0,0,0,0,0,0,1,1,1,1,0.043478261,0.043478261,0.043478261,0.043478261,1,1,1,1,0.028571429,0.028571429,0.028571429,0.028571429,5,5
25110001,13,"2,",FALSE,3,1,463,463,463,463,0.008842966,0.008842966,0.008842966,0.008842966,215.4999106,215.4999106,215.4999106,215.4999106,0.027136115,0.027136115,0.027136115,0.027136115,0.465442572,0.465442572,0.465442572,0.465442572,0.070709085,0.070709085,0.070709085,0.070709085,54,54,54,54,0.077142857,0.077142857,0.077142857,0.077142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,602,602,602,602,0.011497765,0.011497765,0.011497765,0.011497765,214.7184858,214.7184858,214.7184858,214.7184858,0.027037716,0.027037716,0.027037716,0.027037716,0.356675226,0.356675226,0.356675226,0.356675226,0.054185372,0.054185372,0.054185372,0.054185372,0,0,0,0,0,0,0,0,1,1,1,1,0.043478261,0.043478261,0.043478261,0.043478261,1,1,1,1,0.028571429,0.028571429,0.028571429,0.028571429,6,6
25110001,13,"7,",FALSE,3,1,741,741,741,741,0.014152565,0.014152565,0.014152565,0.014152565,182.7425596,182.7425596,182.7425596,182.7425596,0.023011253,0.023011253,0.023011253,0.023011253,0.24661614,0.24661614,0.24661614,0.24661614,0.037465421,0.037465421,0.037465421,0.037465421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,1172,1172,1172,1172,0.022384354,0.022384354,0.022384354,0.022384354,249.7096181,249.7096181,249.7096181,249.7096181,0.031443859,0.031443859,0.031443859,0.031443859,0.213062814,0.213062814,0.213062814,0.213062814,0.032368068,0.032368068,0.032368068,0.032368068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.028571429,0.028571429,0.028571429,0.028571429,8,8
25110001,13,"8,",FALSE,3,1,301,301,301,301,0.005748883,0.005748883,0.005748883,0.005748883,82.20428284,82.20428284,82.20428284,82.20428284,0.010351303,0.010351303,0.010351303,0.010351303,0.27310393,0.27310393,0.27310393,0.27310393,0.041489392,0.041489392,0.041489392,0.041489392,54,54,54,54,0.077142857,0.077142857,0.077142857,0.077142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,424,424,424,424,0.008098094,0.008098094,0.008098094,0.008098094,150.3803628,150.3803628,150.3803628,150.3803628,0.018936151,0.018936151,0.018936151,0.018936151,0.354670667,0.354670667,0.354670667,0.354670667,0.053880844,0.053880844,0.053880844,0.053880844,0,0,0,0,0,0,0,0,1,1,1,1,0.043478261,0.043478261,0.043478261,0.043478261,1,1,1,1,0.028571429,0.028571429,0.028571429,0.028571429,10,10
25110001,13,"3,",FALSE,3,1,478,478,478,478,0.009129455,0.009129455,0.009129455,0.009129455,104.891383,104.891383,104.891383,104.891383,0.013208101,0.013208101,0.013208101,0.013208101,0.21943804,0.21943804,0.21943804,0.21943804,0.033336579,0.033336579,0.033336579,0.033336579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,7120,7120,7120,7120,0.13598686,0.13598686,0.13598686,0.13598686,792.466139,792.466139,792.466139,792.466139,0.099788682,0.099788682,0.099788682,0.099788682,0.111301424,0.111301424,0.111301424,0.111301424,0.016908685,0.016908685,0.016908685,0.016908685,0,0,0,0,0,0,0,0,3,3,3,3,0.130434783,0.130434783,0.130434783,0.130434783,5,5,5,5,0.142857143,0.142857143,0.142857143,0.142857143,11,11
25110001,19,"3,",FALSE,3,1,300,300,300,300,0.007627959,0.007627959,0.007627959,0.007627959,142.2283995,142.2283995,142.2283995,142.2283995,0.019198619,0.019198619,0.019198619,0.019198619,0.474094665,0.474094665,0.474094665,0.474094665,0.091234797,0.091234797,0.091234797,0.091234797,46,46,46,46,0.04989154,0.04989154,0.04989154,0.04989154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3822,3822,3822,3822,0.097180198,0.097180198,0.097180198,0.097180198,1249.36287,1249.36287,1249.36287,1249.36287,0.168644529,0.168644529,0.168644529,0.168644529,0.326887198,0.326887198,0.326887198,0.326887198,0.062906186,0.062906186,0.062906186,0.062906186,0,0,0,0,0,0,0,0,6,6,6,6,0.214285714,0.214285714,0.214285714,0.214285714,4,4,4,4,0.074074074,0.074074074,0.074074074,0.074074074,0,0
25110001,19,"1,",FALSE,3,1,333,333,333,333,0.008467035,0.008467035,0.008467035,0.008467035,83.11538601,83.11538601,83.11538601,83.11538601,0.011219283,0.011219283,0.011219283,0.011219283,0.249595754,0.249595754,0.249595754,0.249595754,0.048032217,0.048032217,0.048032217,0.048032217,61,61,61,61,0.066160521,0.066160521,0.066160521,0.066160521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1155,1155,1155,1155,0.029367642,0.029367642,0.029367642,0.029367642,157.6366251,157.6366251,157.6366251,157.6366251,0.021278489,0.021278489,0.021278489,0.021278489,0.136481927,0.136481927,0.136481927,0.136481927,0.026264588,0.026264588,0.026264588,0.026264588,0,0,0,0,0,0,0,0,1,1,1,1,0.035714286,0.035714286,0.035714286,0.035714286,1,1,1,1,0.018518519,0.018518519,0.018518519,0.018518519,1,1
25110001,19,"5,",FALSE,3,1,606,606,606,606,0.015408477,0.015408477,0.015408477,0.015408477,231.0954904,231.0954904,231.0954904,231.0954904,0.031194292,0.031194292,0.031194292,0.031194292,0.381345694,0.381345694,0.381345694,0.381345694,0.073386181,0.073386181,0.073386181,0.073386181,87,87,87,87,0.094360087,0.094360087,0.094360087,0.094360087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1341,1341,1341,1341,0.034096977,0.034096977,0.034096977,0.034096977,279.2374406,279.2374406,279.2374406,279.2374406,0.037692705,0.037692705,0.037692705,0.037692705,0.208230754,0.208230754,0.208230754,0.208230754,0.040071935,0.040071935,0.040071935,0.040071935,0,0,0,0,0,0,0,0,3,3,3,3,0.107142857,0.107142857,0.107142857,0.107142857,3,3,3,3,0.055555556,0.055555556,0.055555556,0.055555556,2,2
25110001,19,"4,",FALSE,3,1,405,405,405,405,0.010297745,0.010297745,0.010297745,0.010297745,82.41460315,82.41460315,82.41460315,82.41460315,0.011124688,0.011124688,0.011124688,0.011124688,0.203492847,0.203492847,0.203492847,0.203492847,0.039160172,0.039160172,0.039160172,0.039160172,74,74,74,74,0.080260304,0.080260304,0.080260304,0.080260304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5219,5219,5219,5219,0.13270106,0.13270106,0.13270106,0.13270106,782.7507518,782.7507518,782.7507518,782.7507518,0.10565916,0.10565916,0.10565916,0.10565916,0.149980983,0.149980983,0.149980983,0.149980983,0.028862347,0.028862347,0.028862347,0.028862347,145,145,145,145,0.157266811,0.157266811,0.157266811,0.157266811,3,3,3,3,0.107142857,0.107142857,0.107142857,0.107142857,3,3,3,3,0.055555556,0.055555556,0.055555556,0.055555556,3,3
25110001,19,"2,",FALSE,3,1,383,383,383,383,0.009738361,0.009738361,0.009738361,0.009738361,137.9593038,137.9593038,137.9593038,137.9593038,0.018622357,0.018622357,0.018622357,0.018622357,0.36020706,0.36020706,0.36020706,0.36020706,0.069318262,0.069318262,0.069318262,0.069318262,175,175,175,175,0.189804772,0.189804772,0.189804772,0.189804772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,554,554,554,554,0.014086298,0.014086298,0.014086298,0.014086298,147.9898229,147.9898229,147.9898229,147.9898229,0.019976321,0.019976321,0.019976321,0.019976321,0.267129644,0.267129644,0.267129644,0.267129644,0.05140644,0.05140644,0.05140644,0.05140644,0,0,0,0,0,0,0,0,1,1,1,1,0.035714286,0.035714286,0.035714286,0.035714286,1,1,1,1,0.018518519,0.018518519,0.018518519,0.018518519,4,4
25110001,19,"0,",FALSE,3,2,1195,638,557,597.5,0.030384703,0.016222126,0.014162577,0.015192352,273.1967116,151.1974838,121.9992277,136.5983558,0.036877301,0.020409305,0.016467996,0.018438651,0.462671062,0.271449702,0.19122136,0.231335531,0.089036439,0.052237792,0.036798647,0.044518219,144,77,67,72,0.156182213,0.0835141,0.072668113,0.078091106,0,0,0,0,0,0,0,0,1,1,0,0.5,0.018518519,0.018518519,0,0.009259259,6,9,2,8974,4899,4075,4487,0.228177681,0.124564571,0.10361311,0.11408884,1139.983151,845.0000318,294.9831192,569.9915755,0.153879971,0.114061844,0.039818127,0.076939985,0.267574896,0.207361971,0.060212925,0.133787448,0.051492124,0.039904746,0.011587378,0.025746062,0,0,0,0,0,0,0,0,5,4,1,2.5,0.178571429,0.142857143,0.035714286,0.089285714,8,7,1,4,0.148148148,0.12962963,0.018518519,0.074074074,5,8
25110001,19,"6,",FALSE,3,2,795,596,199,397.5,0.020214091,0.015154212,0.005059879,0.010107046,208.4165482,132.308519,76.10802925,104.2082741,0.028132988,0.017859589,0.010273399,0.014066494,0.604446568,0.382452408,0.221994159,0.302223284,0.116319723,0.073599158,0.042720565,0.058159861,36,36,0,18,0.039045553,0.039045553,0,0.019522777,0,0,0,0,0,0,0,0,1,1,0,0.5,0.018518519,0.018518519,0,0.009259259,7,10,2,3749,3235,514,1874.5,0.095324061,0.082254825,0.013069236,0.047662031,702.7754292,661.3072769,41.46815226,351.3877146,0.094863738,0.089266183,0.005597555,0.047431869,0.28509999,0.204422651,0.080677339,0.142549995,0.054864654,0.039339104,0.015525551,0.027432327,109,109,0,54.5,0.118221258,0.118221258,0,0.059110629,4,3,1,2,0.142857143,0.107142857,0.035714286,0.071428571,12,11,1,6,0.222222222,0.203703704,0.018518519,0.111111111,6,9
25110001,19,"7,",FALSE,3,1,231,231,231,231,0.005873528,0.005873528,0.005873528,0.005873528,90.0246876,90.0246876,90.0246876,90.0246876,0.012151931,0.012151931,0.012151931,0.012151931,0.389717262,0.389717262,0.389717262,0.389717262,0.074997206,0.074997206,0.074997206,0.074997206,45,45,45,45,0.048806941,0.048806941,0.048806941,0.048806941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1048,1048,1048,1048,0.026647003,0.026647003,0.026647003,0.026647003,289.7596568,289.7596568,289.7596568,289.7596568,0.039113041,0.039113041,0.039113041,0.039113041,0.276488222,0.276488222,0.276488222,0.276488222,0.053207405,0.053207405,0.053207405,0.053207405,0,0,0,0,0,0,0,0,1,1,1,1,0.035714286,0.035714286,0.035714286,0.035714286,3,3,3,3,0.055555556,0.055555556,0.055555556,0.055555556,7,7
25110001,21,"1,",FALSE,3,1,653,653,653,653,0.016179786,0.016179786,0.016179786,0.016179786,66.04887738,66.04887738,66.04887738,66.04887738,0.012805048,0.012805048,0.012805048,0.012805048,0.101146826,0.101146826,0.101146826,0.101146826,0.022765978,0.022765978,0.022765978,0.022765978,59,59,59,59,0.077326343,0.077326343,0.077326343,0.077326343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6262,6262,6262,6262,0.155157462,0.155157462,0.155157462,0.155157462,1444.41237,1444.41237,1444.41237,1444.41237,0.280031544,0.280031544,0.280031544,0.280031544,0.230663106,0.230663106,0.230663106,0.230663106,0.051917311,0.051917311,0.051917311,0.051917311,0,0,0,0,0,0,0,0,6,6,6,6,0.260869565,0.260869565,0.260869565,0.260869565,9,9,9,9,0.375,0.375,0.375,0.375,0,0
25110001,21,"6,",FALSE,3,1,248,248,248,248,0.00614485,0.00614485,0.00614485,0.00614485,132.7958412,132.7958412,132.7958412,132.7958412,0.025745435,0.025745435,0.025745435,0.025745435,0.535467102,0.535467102,0.535467102,0.535467102,0.120522145,0.120522145,0.120522145,0.120522145,29,29,29,29,0.038007864,0.038007864,0.038007864,0.038007864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,698,698,698,698,0.017294779,0.017294779,0.017294779,0.017294779,238.9814095,238.9814095,238.9814095,238.9814095,0.046331875,0.046331875,0.046331875,0.046331875,0.342380243,0.342380243,0.342380243,0.342380243,0.077062439,0.077062439,0.077062439,0.077062439,0,0,0,0,0,0,0,0,1,1,1,1,0.043478261,0.043478261,0.043478261,0.043478261,1,1,1,1,0.041666667,0.041666667,0.041666667,0.041666667,1,1
